user,Subject,text
JayStar87718136,Joe Biden,@JoeBiden Cannot wait for the debates. Don’t chicken out
jpzzz,Joe Biden,@JoeBiden Fewer platitudes and more meaningful policy discussion would help — that’s a starting point
princessBabs3,Joe Biden,@JoeBiden You provide the necessary hope to get through this dark time. Thank you ❤️
richris57,Joe Biden,"@JoeBiden Obviously after 50 years in public service, you can’t do sh*t.  Time for your bath, shuffle along"
Dianna08162771,Joe Biden,@JoeBiden Pick Susan Rice VP!!!
Genev63,Joe Biden,@JoeBiden @Rewill251 Speak the truth and people will follow https://t.co/dmDj9BD7Vd
zeerlin12,Joe Biden,@JoeBiden @Brachypelma193 Medicare for all..✊ College and Universities Tuition Free..✊ #NoBullshitByBiden
slapshotbear,Joe Biden,@JoeBiden Basement Biden still at it !! https://t.co/N55ka5csLy
NavyVet32,Joe Biden,@JoeBiden Which history... the one your team is trying to erase or the real American history not being taught in schools anymore?
Pcox57704507,Joe Biden,@JoeBiden “There’s NOTHING COMING.. We’re doomed All THEY that stick together..”
DrRBrianYoshida,Joe Biden,@JoeBiden @PatrickJamesSux Saying and copying the same words Trump has said. Geez joe can’t you come up with someth… https://t.co/LpD9zeaXNC
LeftGets,Joe Biden,@JoeBiden We love you baby!!! Duck trump 2020!!!!
DaSchout,Joe Biden,@JoeBiden Unfortunately you are constantly trying to divide us while we are fighting this pandemic
realPeterMoon,Joe Biden,@JoeBiden “We choose truth over fact.” - Joe Biden
IvJoesph,Joe Biden,"@JoeBiden Joe, please don’t make the mistake Clinton made, stay in PA, MI, WI,VA, NV, then it’s yours, try some foo… https://t.co/c5bWlvRwZs"
ussgil,Joe Biden,@JoeBiden Quid pro sleepy Logan act Tara Reade Joe😂😂
jsolorzanomd,Joe Biden,@JoeBiden I'm very pessimistic precisely bc of the history of this country.  I think that is the difference bt prol… https://t.co/3cB8g8iObI
rikemohome,Joe Biden,@JoeBiden Who writes this stuff? https://t.co/SmAAkFC3SY
Sara86456704,Joe Biden,@JoeBiden https://t.co/IpVLOwwD36
debstvcooper,Joe Biden,@JoeBiden Well don’t with President Trump!  He is the transparent one!
1997Aggies,Joe Biden,@JoeBiden I’m not with you or the left.  Yesterday’s Barr hearing showed the country how vile your party is.  The c… https://t.co/VY8znEfNqJ
gr0033,Joe Biden,@JoeBiden Are planning a trickle up system? Much like Clinton did. That would help this nation. Make us free again! Please!
AlmaWillard00,Joe Biden,"@JoeBiden Yes, @JoeBiden, blah blah blah. You are a parrot and puppet just like Obummer."
aflem123456,Joe Biden,@JoeBiden Rat
BabsMatz,Joe Biden,@JoeBiden Contrary to what you say (if you can get it out in one sentence) Donald Trump is the BEST person to lead… https://t.co/XOZLFnozPm
giantsquidrank,Joe Biden,@JoeBiden Hazmat suit and you ☣️✔️https://t.co/tT2sEvdFJh
FredrickPlumme2,Joe Biden,@JoeBiden Uhhh errrr um u know uhhh. #Trump2020
BURJI,Joe Biden,@JoeBiden Joe Biden i hope you win this one for all the immigrants and African Americans whom Trump has clearly sid… https://t.co/ieHxAl8vLi
mybabysfirst,Joe Biden,@JoeBiden Where’s the help theres no national policy theres no plan there’s nothing
Love10198544,Joe Biden,@JoeBiden Your speech was a disaster!!! America will never vote for you being weak!!! Shame and sad!!! We democrats… https://t.co/DeITOvSrf2
1979Bigi,Joe Biden,"@JoeBiden Whatever President Trump is, was surely doing GREAT before China Virus. Your body language and vain words speak for you Old Joe."
Cameron00275150,Joe Biden,"@JoeBiden #JoeBiden I’m just glad I could be of help, sounds like someone was reading... keep the firepower up in u… https://t.co/JMCbFxdpYd"
Markgl8,Joe Biden,@JoeBiden https://t.co/k2Ybc75Kjz
wmhOCmm,Joe Biden,@JoeBiden Beat the pandemic by using hydroxychloroquine as a treatment option. Build the economy by ending the lock… https://t.co/bDh4fOjgCw
palash76,Joe Biden,@JoeBiden You are a gentleman. You are giving away all your credits to Trump. Bravo!!
FadiJakart,Joe Biden,@JoeBiden I can’t wait for the debates 🤣🤣🤣
henrypetewalte1,Joe Biden,@JoeBiden I’m joe Biden and I’m gonna beat joe Biden this fall so vote 🗳 for me or him oh I don’t care 🤷🏻‍♂️
TheObserver1010,Joe Biden,@JoeBiden @mattmanaz Hey Joe - keep up the great work  Meanwhile look what Trump has caused with his quick openings: https://t.co/UcKV3eooIo
GordonN06564012,Joe Biden,@JoeBiden All the polls they are a changing
FrannyGirl1221,Joe Biden,@JoeBiden 🍼🤥🤥🤥🤥🤥🤥
MickeyMeenan,Joe Biden,"@JoeBiden Keep hitting hard.  In fact, hit harder.  Trump is totally inept."
loudpatriots,Joe Biden,"@JoeBiden Aw Joe. Nobody really believes this, delusional old fella."
chief_misty,Joe Biden,"@JoeBiden At least he knows hes running for President, what state he's in, oh and that socialism/ communism are bad things."
Pbmitchell19,Joe Biden,@JoeBiden https://t.co/eVQvBTj8Zs
jgrogan346,Joe Biden,"@JoeBiden When are you hoping to start pushing your platform,all you do is criticize trump ,tell us what you will accomplish"
toft_jack,Joe Biden,@JoeBiden What is the true agenda? https://t.co/GQxbFcFxY4
popcorn78029998,Joe Biden,@JoeBiden I can’t wait to see Joe becomes our new president. The US needs you more than Trump.
LucieannD,Joe Biden,@JoeBiden @ewarren If you had @BernieSanders instead of @ewarren hosting I might think about it!! Why do you need a… https://t.co/4yXj73JEIX
JCD51812921,Joe Biden,@JoeBiden @ewarren Two mad old bags together!
JohnLAAmbrose1,Joe Biden,@JoeBiden @ewarren Shut your lieing mouth
CorinneMiles12,Joe Biden,@JoeBiden @ewarren Is this his choice ???? I don't know about this !
Scampi13,Joe Biden,"@JoeBiden @ewarren Good luck with the fundraiser.  Just remember who it was that got you to the dance, saved your c… https://t.co/EzZpHEwXTB"
libsouthwoman,Joe Biden,@JoeBiden @ewarren Please don’t pick Warren
Chainsaw4077,Joe Biden,@JoeBiden @ewarren Go home puppets.
LincolnDuncan8,Joe Biden,@JoeBiden @ewarren I've collected a pile of dried up dog poop from my front yard.  I'll send it right over. 🙂
jasonwolff230,Joe Biden,@JoeBiden @ewarren https://t.co/o0ghBebtZm
ZDakao,Joe Biden,@JoeBiden @ewarren https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k
ChrisHa70950370,Joe Biden,@JoeBiden @ewarren https://t.co/RM90ojfKT6
sallyannstweet,Joe Biden,@JoeBiden @ewarren Both of you should be embarrassed. Stop begging for money from The People you have abandoned. Yo… https://t.co/lg8bQnlcCj
ChrisHa70950370,Joe Biden,@JoeBiden @ewarren https://t.co/C8QR2gF9oy
ashperov,Joe Biden,@JoeBiden @ewarren Same as sanders. Raid the people and keep the money regardless
AngryEnglishPpl,Joe Biden,"@JoeBiden @ewarren Your like a version of Keir Starmer here. We wanted Corbyn, got stuck with him. Wanted sanders, got stuck with you."
theresemtzz,Joe Biden,@JoeBiden @ewarren Nice to see you campaigning with women of color
BradKellam,Joe Biden,@JoeBiden @ewarren Fool
bailydaily812,Joe Biden,@JoeBiden @ewarren Via internet. Social distance in front of monitors please
WestCoastGadfly,Joe Biden,@JoeBiden @ewarren https://t.co/YAafGeP1r1
auriciats,Joe Biden,@JoeBiden @ewarren super! Hope you are considering amazing Susan Rice for VP!!!
anisahlove,Joe Biden,@JoeBiden @ewarren Stopppp getting my hopes up 😩😩😩
fdm428,Joe Biden,@JoeBiden @ewarren I respect that you committed to a woman for VP and adopted Warren’s plans. Choose Warren for VP… https://t.co/ZoEQ1jWwRV
Jay_Mo1317,Joe Biden,@JoeBiden @ewarren FUCK. YOU.
anisahlove,Joe Biden,"@JoeBiden @ewarren If anyone from Joe’s campaign reads the comments here, please pick @ewarren as VP. Progressives… https://t.co/uvsckERjX0"
RealVladivostok,Joe Biden,@JoeBiden @ewarren Warren for VP.
mimosa2_2,Joe Biden,@JoeBiden @ewarren Александр Пушкин — Руслан и Людмила (Поэма):Отрывок стиха!!!  Досель я Черномора знала Одною гро… https://t.co/9voQ34kAjg
Lesleylyon6,Joe Biden,@JoeBiden @ewarren If you love your country please don't. Forget your hate and ask questions Eg hcq doesn't work so… https://t.co/53cJDr6TE1
michaelfmarino,Joe Biden,@JoeBiden @ewarren Pick Warren for VP.  No one else makes any sense.
CrushingDonuts,Joe Biden,@JoeBiden @ewarren “Even”?
lowetze1,Joe Biden,"@JoeBiden @ewarren Just have your buddy Barack Obama give a few of those $400,000 Wall Street speeches.  He'll have… https://t.co/wP71VB5XYT"
thehuntinghome,Joe Biden,@JoeBiden @ewarren Watch out. She's a snake.
ASuburbanThug,Joe Biden,@JoeBiden @ewarren Here comes the BIG DONORS
ReginaHolzer1,Joe Biden,@JoeBiden @ewarren https://t.co/cBWEy320cC
boi_latin,Joe Biden,@JoeBiden @ewarren Warren for VP! ❤️ https://t.co/dKhTekUjH2
valenteen_is,Joe Biden,@JoeBiden @ewarren Grassroots? This is some serious gaslighting.
xxDIRTYHIPPIExx,Joe Biden,@JoeBiden @ewarren 🤣🤣🤣 https://t.co/gnPeIkaJ8V
stupidbighead,Joe Biden,@JoeBiden @ewarren https://t.co/pLirsCwbbE
barbaracarlsbad,Joe Biden,@JoeBiden @ewarren Is she still searching for yet another culture to whom she can belong?!
yogii77,Joe Biden,@JoeBiden @ewarren #JoJorgensen2020 https://t.co/AH3NIqn1V5
ShowUpAmerica,Joe Biden,@JoeBiden @ewarren I’m feeling generous. I’ll give you a penny for your thoughts.
amarinacci2,Joe Biden,"@JoeBiden @ewarren Yep! Stealing Bernie’s Grass Roots slogan, Trump’s MAGA, turned to Brjng Back Better... how abou… https://t.co/t111y0zR0J"
WashLightning,Joe Biden,@JoeBiden @ewarren Big tech Censorship is helping to spread covid and killing people
PaulRepo,Joe Biden,@JoeBiden @ewarren https://t.co/QAa1A2A39d
DaveStonesifer_,Joe Biden,"@JoeBiden ""Enforce the law faithfully""?  What about about all the #liberal and #democrat run cities turning their b… https://t.co/y6mN5Mb9N6"
mauitutu,Joe Biden,@JoeBiden This isn’t crime fighting. It’s more police brutality. https://t.co/0E8VxCNgiT
richlandsman,Joe Biden,@JoeBiden Winning by all legal means.
WhiskeyBurbon,Joe Biden,@JoeBiden A real black man. https://t.co/gewNv5Xrqg
hisdee,Joe Biden,"@JoeBiden I think you meant to say, ""we need Governors &amp; Mayors who will enforce the law faithfully so a president doesn't need to"""
LADYBOSSHEAVEN7,Joe Biden,@JoeBiden We need trump... A president with out dementia
debigroves61,Joe Biden,@JoeBiden Is he really authorizing post offices to delay or close before election so our mail in ballots don’t get… https://t.co/dQQ7PxHI2E
Katarin00829406,Joe Biden,@JoeBiden You democrats are the ones tearing us part
lucascontable,Joe Biden,@JoeBiden Is pedofilo https://t.co/WMWWVtZAql
Nina2_USA,Joe Biden,"@JoeBiden President is not tearing the country apart, it is hate filled liberals who are using unsuspecting minorit… https://t.co/K00N1qID3o"
Gjk10524899,Joe Biden,@JoeBiden Trump will destroy America as much as possible b4 the Nov 2020 Election...Believe it! https://t.co/eLNXYJW9wt
SoCalBohoGal,Joe Biden,@JoeBiden We have one.
JohnLum66538722,Joe Biden,@JoeBiden That’s why we’ll elect Donald J Trump! The reason he won his first term is that America was sick of the w… https://t.co/695g1VuPHo
warriorsmindset,Joe Biden,@JoeBiden We know that’s not you joe.
CCCBlair,Joe Biden,@JoeBiden https://t.co/U1yuHfC4fd
151_gene,Joe Biden,@JoeBiden #bidenracist https://t.co/82X2vFNt57
PlainOlJordy,Joe Biden,@JoeBiden Joe do you support defunding the police?  Yes or No  Joe will you ban fracking in the US?  Yes or No
Ajaxbass2,Joe Biden,@JoeBiden https://t.co/v8XOmBYAsM
VivekKu19547685,Joe Biden,@JoeBiden Can you do same to china as @realDonaldTrump  is doing
yogii77,Joe Biden,@JoeBiden #letherdebate #JoJorgensen2020  The ONLY candidate trying to heal the country. https://t.co/Gmjw560Upz
RichRutherford6,Joe Biden,@JoeBiden Well what would you do about this lawlessness happening in the streets?
JamesPTapscott,Joe Biden,"@JoeBiden Yep, we sure do.  You and Obama tore America apart enough to last generations... TRUMP 2020"
LiberalsrL,Joe Biden,@JoeBiden BIDENS HANDLERS😂🤣😂🤣😂🤣  https://t.co/1dRWB18JIV
Randymfng,Joe Biden,@JoeBiden https://t.co/YR2kR6kdUP
reagan80mom1,Joe Biden,@JoeBiden We needed that when we voted for Obama/Biden. We got condescension. Race- baiting. Divisiveness. He creat… https://t.co/D6gjpPZ7W0
PChoruzy,Joe Biden,@JoeBiden 😢
Mike_NKY1,Joe Biden,@JoeBiden We have a president that doesn’t let foreign interest take our manufacturing industry away from the middl… https://t.co/snVmb3ADYk
Lihoyin11,Joe Biden,"@JoeBiden unfortunately, you ain't the one who will bring us together https://t.co/9SO2GNCSXV"
JCD51812921,Joe Biden,"@JoeBiden We don't need a silly old duffer like you, that's for sure."
Natephant,Joe Biden,@JoeBiden So not you then?
Jess_The_Facts,Joe Biden,@JoeBiden @JoeBiden Is this YOU under the mask??? https://t.co/JNQ2oCuqeN
EatYrselfFitter,Joe Biden,@JoeBiden trying to imagine having the balls to come out and imply you're some kind of great choice instead of the… https://t.co/DUM4s93Bho
thylacine313,Joe Biden,"@JoeBiden You're failing there. Jesus. Trumpvirus, hit home about Family members lost. Golden Ticket. Everyone know… https://t.co/pz9UuizAeF"
Roland23513753,Joe Biden,@JoeBiden So you agre we need enforce the law?or not ? As you said this should not be political it's enforce the la… https://t.co/2RfhooOmp7
Roland23513753,Joe Biden,@JoeBiden Enforce the law?am confused agree with you but confused . Right to protest is accepted by law?both must a… https://t.co/FJEcEijUM7
rpcsas,Joe Biden,@JoeBiden Donald has daddy issues! https://t.co/oYyfrRXsYO
NKryptonian,Joe Biden,@JoeBiden Well someone needs to do the hard work while the dems hides in the basements or marching with domestic terrorists
JTjataw,Joe Biden,@JoeBiden The law? What do you know about the law?
Tresor27506579,Joe Biden,@JoeBiden Bring together in socialism..defund police..open borders..high taxes?...which one?
jeananthony3897,Joe Biden,@JoeBiden https://t.co/2KPEwkj8Y1
billual,Joe Biden,@JoeBiden Joe couldn't sleep guilty conscience
FogKino,Joe Biden,@JoeBiden Exactly. That's why we're voting for Trump.
D4everplay,Joe Biden,"@JoeBiden Donald J Trump is acting like he is the dictator of the Soviet union, sending out agents like sending out KGB spies"
ChrisFaircloug5,Joe Biden,@JoeBiden Hey Joe how's things with Ukraine going
jasonwolff230,Joe Biden,@JoeBiden https://t.co/o0ghBebtZm
iamknucklehead1,Joe Biden,"@JoeBiden Who do you have in mind, Joe - because it ain't you."
ZDakao,Joe Biden,@JoeBiden https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k
MilitusAeturnum,Joe Biden,"@JoeBiden No, we need a POTUS who will restore law and order and not hide in his basement."
commonsense1229,Joe Biden,@JoeBiden He's doing great. Law and order.
ChrisHa70950370,Joe Biden,@JoeBiden https://t.co/U4f0y4b3WS
mraybean,Joe Biden,@JoeBiden Yes we do. Vote Jorgensen! https://t.co/BAmdjNfIZk
ariananalex,Joe Biden,@JoeBiden #VicePresidentBass
ariananalex,Joe Biden,@JoeBiden PICK KAREN BASS #karenBass
ariananalex,Joe Biden,@JoeBiden PLEASE PICK @KarenBassTweets
ChrisHa70950370,Joe Biden,@JoeBiden https://t.co/pZ7h3JOPb8
MartenBrinkman,Joe Biden,"@JoeBiden I hope, and I guess the majority of the world does, that you win this election, but please stop bashing T… https://t.co/E4qGrratHN"
IanByron11,Joe Biden,"@JoeBiden We need a plan in place now for when the current madman loses the election. More serious damage between Nov and Jan,"
joshuan71774047,Joe Biden,@JoeBiden That President is Trump not Biden
Nuvey727,Joe Biden,@JoeBiden Got anybody in mind?
