user,Subject,text
janet_yackle,Joe Biden,  Vote Joe Biden to save our country!Vote out all the evil corrupt Republican senators!DO NOT MAIL IN YO…
202_claudia_,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
DougDGross,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
pattythomastpc1,Joe Biden, Joe BidenI'm not taking anything for granted. I'm going after every vote right up to the last minute. MSNBC.
RittNancy,Joe Biden, “There will come a day when we will all fight over policy &amp; issues again. But today is not that day. Today is the day to re…
husseywiles,Joe Biden, It's amazing how some of the candidates who lost to Joe Biden in the primaries have truly emerged as superstars as surrogat…
MICHELLEE0713,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
xtrixcyclex,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
livin_mn,Joe Biden, Retweet if you have already voted for .Like if you are voting for Joe Biden.
pancho_joe,Joe Biden,"    Trump, not Biden, passed prison reform.Trump, not Biden, funded H… "
DeckerMage,Joe Biden, Glenn Greenwald Resigns from the Intercept Over Censorship of Article on Hunter and Joe Biden 
jbfletcher28,Joe Biden," Joe Biden: ""Protesting is not burning, it's not looting, it's not violence, and must never be tolerated."" …"
td_hopkins,Joe Biden, Yesterday  granted Duke Tanner clemency after 16 years in prisonHe was sentenced to LIFE in prison fo…
amiecinbg,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
rina46450028,Joe Biden," BREAKING:  recent events have raised a whopping $35M, including $4.5M at a single Texas event (beating Obama’s…"
pipolota,Joe Biden, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
MLuttermoser,Joe Biden, Joe Biden sent millions of jobs to China. The Chinese Communist Party sent millions of dollars to the Bidens. And the co…
JamesTSwarts,Joe Biden, Joe Biden’s America  
realAsstProf,Joe Biden,Donald Trump is a bad man. I will not vote for him. Racist. Voting for Joe Biden so that we can have more Indian ow… 
KimKokocal,Joe Biden, Joe Biden has never wanted to take guns away- that would be the other guy running for president
mstanik0,Joe Biden,"If you’re a #BidenHarris2020 supporter deep in a part of #Pennsylvania red with Trump support, what do you do? Spea… "
DeniseEmtin,Joe Biden," Joe Biden isn’t stupid, he has Dementia.The people voting for him are stupid!"
ikerot,Joe Biden,"   Trump has a bank account with millions in China he has been keeping secret, he owes almost 1B dolla…"
lydelisse_t,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
RightBrandOne,Joe Biden," Journalism today:""The Intercept’s editors, in violation of my contractual right of editorial freedom, censored an art…"
GerryReyna1,Joe Biden, Joe Biden’s America  
jravnikar316,Joe Biden, Joe Biden: The great “unifier” that calls you chumps and clowns.
OneVoice1111,Joe Biden, Joe BidenI'm not taking anything for granted. I'm going after every vote right up to the last minute. MSNBC.
busdrivinmomma1,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
GayConservativ3,Joe Biden," Joe Biden isn’t stupid, he has Dementia.The people voting for him are stupid!"
mrs_good_vibes,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
IdaFlo,Joe Biden," For those who think basement dweller Joe Biden, bagman and lid lover, could “lead” the economic recovery from the pande…"
JesseSimonODay,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
sunshinek67,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
JillMack30,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
ekraemer10,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
chassav16,Joe Biden," Heads up, Michiganders! Don’t miss your chance to spend Halloween with ⁦⁩ and ⁦⁩! 🎃🇺🇸 …"
nowell_ben,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
angry_gammy,Joe Biden, Vote for Joe Biden. You won't have to worry about what kind of crazy bullshit he might tweet at three in the morning.
John_Down_ing,Joe Biden, Joe Biden didn't like being called out about his son and family's foreign business dealings. 
Grandmommy50,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
napoleonthe13th,Joe Biden,I can’t wait for Joe Biden to get elected
UFStemCell,Joe Biden," Last night, Joe Biden said that not one single person with private insurance lost their plan under Obamacare.Joe, more th…"
6nsinvt,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
nxtrabzmom,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
MollymorTex,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
kimberly329b,Joe Biden," THREAT: ‘Shut Down DC’ Releases Target Maps to ‘Confront’ Trump’s Campaign Officials and Supporters at Home""It is clear…"
thenewman777,Joe Biden," Joe Biden: ""I'll lead an effective strategy to mobilize [unintelligible]!"" "
Archoutofthebox,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
flatrockflower,Joe Biden, Joe Biden’s America  
Hwy2Hysteria,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…"
sandeeleerod,Joe Biden," I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST…"
shareitarie10,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
thecodyjthomas,Joe Biden, Donald Trump releases his travel sked - he will not be back in Ohio before Election DayJoe Biden is mostly booked as w…
ccchapman3103,Joe Biden,That's Toughness | Joe Biden For President 2020  via 
TraderWaz,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
JoeBiden_20,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of wo… "
Debbie2847,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
BobbieHasNoPres,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
TammyRRay2,Joe Biden," Joe Biden has promised to make passing the LGBTQ rights legislation known as the Equality Act a top priority, hoping to sign w…"
JanMewhinney,Joe Biden,"Rudy Giuliani Unleashes On Joe Biden: ""Prince of Darkness... Used His Son, a Drug Addict, to Be His Bagman"" "
kimjackson06,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
jtdevold,Joe Biden, I think it's both hilarious and SAD that Joe Biden has had a thoroughly outlined plan posted ON A PUBLIC WEBSITE since May of…
Sardius_Jasper,Joe Biden," It is clear who is behind law enforcement and it’s not Joe Biden. The American people have a choice, law and order or socia…"
marlencha1992,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
rediornot49,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
risafeely1,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
msholmes2U,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
ladyjh3535,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
bartole_richard,Joe Biden,     Didn't the  Senate Republicans investigation clear Jo… 
DoctorGoodleg,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
jimmiewolf16,Joe Biden," It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th…"
realTroyLime,Joe Biden," Joe Biden: ""I'll lead an effective strategy to mobilize [unintelligible]!"" "
JustinWhelchel,Joe Biden," We Have Been Warned: Joe Biden Promises ""Equality Act” and Openly Threatens Religious Freedom in Final Days of Presidential Elect…"
RhondaSexton17,Joe Biden, BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t…
millsandthings,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
AcappelliEsq,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…"
MoniB777,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
robbysue1,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
EvanAKilgore,Joe Biden,". has THREE Make America Great Again peaceful protests today.📍Waterford Town, MI: 1:00 p.m. (EST)… "
ShutUpAmanda,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
exinkygal,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
EWeber2012,Joe Biden, I spoke to  about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of th…
rhummer48,Joe Biden, .: #BigTech is 'trying to elect Joe #Biden and destroy Pres. #Trump'She's right and we discussed how th…
ManzanaresFelix,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
sandeeleerod,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
DebBRVA,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
mmagill69,Joe Biden," Before some idiot starts yelling “Snopes,” remember this is on video word for word. It is novel, however, because it ma…"
BrenzieK,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
MeredithMarsha1,Joe Biden, READ: The censored Glenn Greenwald article about Hunter (and Joe) Biden••
Jenny1959a,Joe Biden," If Florida goes Blue, it's OVER."" -- Joe Biden"
andlux,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
pamjoy67,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
ZackGoller,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
CS3116,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
EliseBead,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
teen_politics1,Joe Biden, South Atlanta business owners are showing off their Biden-Harris signs because they know that Joe Biden and Kamala Har…
BrandonRickWest,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
Krispikritters,Joe Biden, There’s a cult of selfishness that will tell you a vote for the Green Party accomplishes something. It doesn’t.  ”The o…
karma1244,Joe Biden,"Florida Poll: Donald Trump 49.6%, Joe Biden 46.9% "
therealpablo_v,Joe Biden, ➡️ The Biden family is the subject of an ongoing FBI criminal investigation into a money laundering scheme.➡️ A Biden f…
collinsparks12,Joe Biden, on my way to vote early for joe biden 
briandhardwick,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
dehronlee,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
Meidas_Karine,Joe Biden,  Vote Joe Biden to save our country!Vote out those corrupt evil Republican senators!DO NOT MAIL IN YOUR BALLO…
Crossbearer1956,Joe Biden,"Rudy Giuliani Unleashes On Joe Biden: ""Prince of Darkness... Used His Son, a Drug Addict, to Be His Bagman"" "
Black_BanditKB,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
Cosmichrist1,Joe Biden," Wow, CNBC has become such a progressive tool.  Joe Biden doesn't even know who he's running against.  Is it George Bush?"
TrueP4cksFan96,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
JeremyJChaisson,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
senatemajtr8tr,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
_AngeBaby,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
JonathanKales,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
JohnLaprise,Joe Biden," Texas GOTV Phonebank featuring Senator  and Secretary !Join us to make calls for Joe Biden, Kama…"
79topper,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
BatchelorLaw,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
FxMedChiro,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
MayISpeakToYou2,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
annlarraine,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
jfsbird32,Joe Biden, Am I imagining that Joe Biden ran a campaign ad compared conservative Jewish Trump supporters to Nazis?
HathawayHeidi,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
TAMMYPMC,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
A_BrentE,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
JohnLaprise,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
normahuss,Joe Biden, JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT 🚨
apfelsosse,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
joymuse,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
HeatherThomasAF,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
janellesart,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…"
SandyKAlano,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
luvsthesun22,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
TheDaveDiem,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
mrbbaum,Joe Biden,The Polls are all saying BidenThe Pundits are rooting for BidenSocial Media is blocking conservative posts abou… 
lovetrumphate1,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
mike_the_mauler,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
Mike_not_a_bot,Joe Biden," “Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un…"
Jlfairchild12,Joe Biden, .: #BigTech is 'trying to elect Joe #Biden and destroy Pres. #Trump'She's right and we discussed how th…
PeopleVsCorrupt,Joe Biden,     The fact that your don’t realize that people w… 
artdebogallery,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
TBates314,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
v_harber,Joe Biden, So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since…
PeterErlendson,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
RP4970,Joe Biden, We're FIVE DAYS out from an election. Why are we JUST NOW finding out that Hunter Biden and possibly even Joe Biden are…
reevesdale11,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
TrueloveJanet,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
maureen90401,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
CrippenLou,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
MoniB777,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
RahsaanBall,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
azzaka,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
Donna_West,Joe Biden, . tells  that Joe Biden's promise of a task force to reunite migrant children with their parents is his…
Elizawe,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
Dwillis81,Joe Biden, Joe Biden’s America  
Bondgirl00422,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
BIDEN_HARRIS__,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
prieto1973,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
RenaBlueDem,Joe Biden," Clarence Thomas’ wife amplifies ""unsubstantiated claims of corruption by Joe Biden"": report  #p…"
SandiJJohnson,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
coopmike48,Joe Biden,“The Economist” Endorses Joe Biden | Diane Ravitch's blog -  via  
therealpablo_v,Joe Biden," When did  learn that his son, with whom he discussed foreign biz deals with China, was the target of a federal crimi…"
Cmusiclover,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
LyndaGabarron,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
dittxo,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
kcruz14,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
MsNabilaAhmed,Joe Biden,A Joe Biden victory would have a sweeping impact on mergers and acquisitions — and the biggest loser might be priva… 
413_og,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
ymaroney1,Joe Biden, “Reminder: The Chinese Communist Party is evil.And Joe Biden would rather make money from them than protect your family…
broberts76,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
SmithBlindlib5,Joe Biden, 8. Let me add also that it was clear well before this that Hunter Biden acted unethically during the Obama administration. H…
erbrlob,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
mikezarra,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
amillaaaa,Joe Biden," We Have Been Warned: Joe Biden Promises ""Equality Act” and Openly Threatens Religious Freedom in Final Days of Presidential Elect…"
PastorTithe,Joe Biden, 10's of millions of people on both the left &amp; the right actually believe their guy in media.  They also BELIEVE govt stati…
Embroideries,Joe Biden,"  I love that, it reminds me of this 👇Joe Biden answers the webs most searched questions about him.. #BidenHarris…"
JoyPoos,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
jcwrites4free,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
GregorySimeroth,Joe Biden, Trump has a personality you find offensive.Joe Biden is corrupt to the tune of hundreds of millions of dollars.If the…
ginieriley,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
GMA4Trump_,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
AmyRaines8,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
ClintonShea,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
R_Dub40,Joe Biden," Most ""smart guys"" don't really take coke, screw hookers, and forget their laptops with family porn tapes at repair stores.…"
vincejones13,Joe Biden, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
BrowerScot,Joe Biden,  Ronan Farrow we' re not interested in fiction. Why don't you write about  Corrupt Joe Biden a… 
Covid19cleaner,Joe Biden, President  ran in 2016 because he loves our country.Joe Biden is running for another foreign paycheck.
paulmprosseda,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
Nana_Roxie1,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
stephhasnoname,Joe Biden," If you're asking Joe ""Medicare for All is too much"" Biden if he's a socialist, but you're not asking Donald ""send in fed…"
Parson_CR,Joe Biden, A vote for Joe Biden is a vote for Puerto Rico. We must never forget Donald Trump's inactions led to the loss of over 3…
theurbantwist,Joe Biden,Joe Biden must keep on the straight and narrow to deliver on his lead in the polls 
Saintsn80smusic,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
1kathyr,Joe Biden," A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di…"
PatriotManPaul,Joe Biden," With Joe Biden’s economic policies, America would lose 5 MILLION jobs &amp; income for American families would drop by $6,500 a…"
SirWilson72,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
kitsune_ichigo,Joe Biden," If you're hoping for a big difference between a Donald Trump Presidency and a Joe Biden Presidency, you will be sadly mi…"
judyguzan,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
Mary_M_Hicks,Joe Biden,   Congress on BOTH sides of the aisle makes too much money from our cur… 
ryanthestephens,Joe Biden, Donald Trump voted early. Joe Biden voted early. Mitch McConnell voted early. Amy McGrath voted early. Andy Beshear voted e…
TheTristanJohns,Joe Biden, BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat…
Lucy09653961,Joe Biden, BREAKING NEWS: Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to j…
KatP147369,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
venetorun,Joe Biden, Joe Biden said he couldn’t get anything done during his last eight years because he had a Republican Congress.…
Jenny1959a,Joe Biden," If Joe Biden Wins Florida, It’s Over...Joe Biden Will Be Our Next President!Come On Florida, Let’s Do This!#FlipFlorid…"
ClaudiaPiu,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
overhills1,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
bam33rl,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
KirchmannLinda,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
RobBittick,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
CliffFiscalCT,Joe Biden,   Glenn Greenwald will explain the corruption in modern journalism to you. 
datwew,Joe Biden,I’ve yet to have anyone give me an actual reason they are voting for Joe Biden that doesn’t involve Trumps name ...… 
Embroideries,Joe Biden,"  Joe Biden is a kind, decent man who loves his family, ice cream, aviators, bomber jackets, and Barack Obama—no…"
MafiaQueenAZ,Joe Biden, You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro…
crzy4joe,Joe Biden," This is how I want election night to go.Wolf Blitzer: “Hello, and we have a projection that Joe Biden has won Texas aaa…"
FRANKIETWT,Joe Biden, I spoke to  about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of th…
helayna1954,Joe Biden," A 64-page document asserting a conspiracy involving Joe Biden's son and business in China, that was later disseminated by associ…"
Robinrealtor,Joe Biden," With Joe Biden’s economic policies, America would lose 5 MILLION jobs &amp; income for American families would drop by $6,500 a…"
SmithBlindlib5,Joe Biden," 4. Even if Bobulinski had done business with Hunter Biden (he didn't) and even if Joe Biden was involved (he wasn't, accordi…"
413_og,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
Robinsm86398738,Joe Biden," Obama is hitting the stump for Joe Biden—and lashing out at his political nemesis, Donald Trump. The media loves to say t…"
drewsangellove,Joe Biden,Vote for Joe Biden
carlyinNJ,Joe Biden, There’s a cult of selfishness that will tell you a vote for the Green Party accomplishes something. It doesn’t.  ”The o…
jdsoup,Joe Biden, No excuse for this! Democrats are staying home in Miami!!!!MIAMI — Democrats are sounding the alarm about weak voter turno…
peacelovingrn,Joe Biden," NEW: Joe Biden misstated the price of his free public college plan. The Biden campaign later said that he had misspoke, and…"
dschuch,Joe Biden," Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it…"
normahuss,Joe Biden," If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi…"
coochiepit,Joe Biden,Joe Biden is going to introduce a bill to end systemic racism and it'll just be a series of billion dollar loans to… 
margaritateresa,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
darreldrowland,Joe Biden,Donald Trump releases his travel sked - he will not be back in Ohio before Election DayJoe Biden is mostly booked… 
cmaguire416,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
az_mathe,Joe Biden,~Selling out America~  thinks it is fine~Joe Biden's Greatest Legacy On China Is Selling It American Ind… 
chuerta1,Joe Biden,Hey Philly and Pennsylvania...take those ballots to the drop boxes.  trump and his regime are working overtime to m… 
Vicki45424407,Joe Biden, Joe Biden is the Prince of Light! (What's up with those nasty bottom teeth of Giuliani's)
amspectator,Joe Biden,When Sleazy Joe Slimed a Good Man by Paul Kengor 
JackieMartin21,Joe Biden," This Sunday, we set our clocks back an hour. This Tuesday, we move our country forward and elect Joe Biden."
phillipsan,Joe Biden," “As a follower of Jesus, my faith informs my values, and my values inform my politics— which is why I work for Joe Biden.…"
mgb5000,Joe Biden, Joe Biden has multiple former Facebook executives on his transition team. No one has asked him about this. Seems like a goo…
miriam_minute,Joe Biden," If you're asking Joe ""Medicare for All is too much"" Biden if he's a socialist, but you're not asking Donald ""send in fed…"
imahokie1,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
RachelRedfern5,Joe Biden," After campaigning in 2016 to lift up the ‘forgotten man,’ President Trump has completely lost sight of working people. I pr…"
